stop_id,line_id,machine_id,stop_type,start_time,end_time,duration_minutes,description,operator,resolved
1733,L2,M2-2,Panne_Electrique,2024-04-12 06:44:01.240844,2024-04-12 07:13:01.240844,29,Panne_Electrique sur M2-2,OP3,True
1734,L2,M2-3,Panne_Mecanique,2024-04-12 18:53:01.240844,2024-04-12 19:39:01.240844,46,Panne_Mecanique sur M2-3,OP7,True
1735,L2,M2-1,Bourrage,2024-04-12 20:19:01.240844,2024-04-12 20:32:01.240844,13,Bourrage sur M2-1,OP12,True
1736,L2,M2-2,Changement_Format,2024-04-12 19:31:01.240844,2024-04-12 20:42:01.240844,71,Changement_Format sur M2-2,OP2,True
1737,L2,M2-4,Panne_Mecanique,2024-04-12 08:31:01.240844,2024-04-12 11:05:01.240844,154,Panne_Mecanique sur M2-4,OP3,True
1738,L2,M2-2,Attente_Materiel,2024-04-12 11:37:01.240844,2024-04-12 12:23:01.240844,46,Attente_Materiel sur M2-2,OP13,True
1739,L2,M2-2,Bourrage,2024-04-12 06:06:01.240844,2024-04-12 06:15:01.240844,9,Bourrage sur M2-2,OP11,True
1740,L2,M2-2,Bourrage,2024-04-12 14:09:01.240844,2024-04-12 14:23:01.240844,14,Bourrage sur M2-2,OP12,True
1741,L3,M3-2,Probleme_Qualite,2024-04-12 17:10:01.240844,2024-04-12 18:33:01.240844,83,Probleme_Qualite sur M3-2,OP11,True
1742,L3,M3-1,Bourrage,2024-04-12 19:21:01.240844,2024-04-12 19:37:01.240844,16,Bourrage sur M3-1,OP6,True
1743,L3,M3-2,Attente_Materiel,2024-04-12 05:07:01.240844,2024-04-12 05:31:01.240844,24,Attente_Materiel sur M3-2,OP10,True
1744,L3,M3-2,Reglage,2024-04-12 16:41:01.240844,2024-04-12 17:05:01.240844,24,Reglage sur M3-2,OP12,True
1745,L3,M3-2,Panne_Electrique,2024-04-12 05:52:01.240844,2024-04-12 07:03:01.240844,71,Panne_Electrique sur M3-2,OP2,True
1746,L3,M3-2,Panne_Electrique,2024-04-12 16:43:01.240844,2024-04-12 17:26:01.240844,43,Panne_Electrique sur M3-2,OP1,True
1747,L3,M3-1,Panne_Mecanique,2024-04-12 12:23:01.240844,2024-04-12 14:33:01.240844,130,Panne_Mecanique sur M3-1,OP5,True
1748,L3,M3-1,Bourrage,2024-04-12 07:00:01.240844,2024-04-12 07:17:01.240844,17,Bourrage sur M3-1,OP5,True
1749,L1,M1-3,Bourrage,2024-04-13 19:14:01.240844,2024-04-13 19:37:01.240844,23,Bourrage sur M1-3,OP9,True
1750,L1,M1-2,Attente_Materiel,2024-04-13 05:25:01.240844,2024-04-13 05:48:01.240844,23,Attente_Materiel sur M1-2,OP8,True
1751,L1,M1-3,Changement_Format,2024-04-13 17:51:01.240844,2024-04-13 18:36:01.240844,45,Changement_Format sur M1-3,OP5,True
1752,L1,M1-3,Panne_Electrique,2024-04-13 12:38:01.240844,2024-04-13 13:38:01.240844,60,Panne_Electrique sur M1-3,OP12,True
1753,L1,M1-1,Panne_Electrique,2024-04-13 12:37:01.240844,2024-04-13 13:38:01.240844,61,Panne_Electrique sur M1-1,OP5,True
1754,L1,M1-1,Nettoyage,2024-04-13 09:59:01.240844,2024-04-13 10:41:01.240844,42,Nettoyage sur M1-1,OP9,True
1755,L1,M1-2,Attente_Materiel,2024-04-13 20:14:01.240844,2024-04-13 21:00:01.240844,46,Attente_Materiel sur M1-2,OP3,True
1756,L2,M2-4,Panne_Electrique,2024-04-13 17:55:01.240844,2024-04-13 18:19:01.240844,24,Panne_Electrique sur M2-4,OP10,True
1757,L2,M2-3,Maintenance_Preventive,2024-04-13 09:18:01.240844,2024-04-13 11:04:01.240844,106,Maintenance_Preventive sur M2-3,OP12,True
1758,L2,M2-2,Attente_Materiel,2024-04-13 05:55:01.240844,2024-04-13 06:54:01.240844,59,Attente_Materiel sur M2-2,OP8,True
1759,L2,M2-1,Nettoyage,2024-04-13 11:37:01.240844,2024-04-13 12:04:01.240844,27,Nettoyage sur M2-1,OP4,True
1760,L2,M2-3,Changement_Format,2024-04-13 10:17:01.240844,2024-04-13 12:16:01.240844,119,Changement_Format sur M2-3,OP4,True
1761,L2,M2-1,Nettoyage,2024-04-13 19:34:01.240844,2024-04-13 20:07:01.240844,33,Nettoyage sur M2-1,OP11,True
1762,L2,M2-4,Changement_Format,2024-04-13 05:20:01.240844,2024-04-13 07:10:01.240844,110,Changement_Format sur M2-4,OP2,True
1763,L2,M2-1,Nettoyage,2024-04-13 09:12:01.240844,2024-04-13 09:41:01.240844,29,Nettoyage sur M2-1,OP12,True
1764,L3,M3-2,Reglage,2024-04-13 11:22:01.240844,2024-04-13 11:49:01.240844,27,Reglage sur M3-2,OP12,True
1765,L3,M3-1,Panne_Electrique,2024-04-13 14:26:01.240844,2024-04-13 14:51:01.240844,25,Panne_Electrique sur M3-1,OP6,True
1766,L3,M3-2,Bourrage,2024-04-13 18:10:01.240844,2024-04-13 18:24:01.240844,14,Bourrage sur M3-2,OP8,True
1767,L3,M3-1,Changement_Format,2024-04-13 06:05:01.240844,2024-04-13 06:56:01.240844,51,Changement_Format sur M3-1,OP5,True
1768,L3,M3-1,Bourrage,2024-04-13 08:24:01.240844,2024-04-13 08:41:01.240844,17,Bourrage sur M3-1,OP6,True
1769,L3,M3-1,Probleme_Qualite,2024-04-13 15:11:01.240844,2024-04-13 16:19:01.240844,68,Probleme_Qualite sur M3-1,OP10,True
1770,L3,M3-1,Changement_Format,2024-04-13 18:51:01.240844,2024-04-13 20:36:01.240844,105,Changement_Format sur M3-1,OP11,True
1771,L3,M3-2,Probleme_Qualite,2024-04-13 16:51:01.240844,2024-04-13 17:07:01.240844,16,Probleme_Qualite sur M3-2,OP12,True
1772,L1,M1-1,Probleme_Qualite,2024-04-16 06:35:01.240844,2024-04-16 08:29:01.240844,114,Probleme_Qualite sur M1-1,OP4,True
1773,L1,M1-3,Bourrage,2024-04-16 19:43:01.240844,2024-04-16 19:58:01.240844,15,Bourrage sur M1-3,OP5,True
1774,L1,M1-3,Attente_Materiel,2024-04-16 17:44:01.240844,2024-04-16 18:25:01.240844,41,Attente_Materiel sur M1-3,OP10,True
1775,L1,M1-3,Changement_Format,2024-04-16 15:44:01.240844,2024-04-16 17:42:01.240844,118,Changement_Format sur M1-3,OP14,True
1776,L1,M1-2,Probleme_Qualite,2024-04-16 18:52:01.240844,2024-04-16 20:05:01.240844,73,Probleme_Qualite sur M1-2,OP14,True
1777,L1,M1-3,Nettoyage,2024-04-16 07:54:01.240844,2024-04-16 08:11:01.240844,17,Nettoyage sur M1-3,OP3,True
1778,L1,M1-1,Nettoyage,2024-04-16 18:48:01.240844,2024-04-16 19:20:01.240844,32,Nettoyage sur M1-1,OP13,True
1779,L1,M1-3,Nettoyage,2024-04-16 11:28:01.240844,2024-04-16 11:50:01.240844,22,Nettoyage sur M1-3,OP2,True
1780,L1,M1-3,Attente_Operateur,2024-04-16 06:08:01.240844,2024-04-16 06:36:01.240844,28,Attente_Operateur sur M1-3,OP10,True
1781,L2,M2-4,Reglage,2024-04-16 16:22:01.240844,2024-04-16 16:36:01.240844,14,Reglage sur M2-4,OP10,True
1782,L2,M2-1,Reglage,2024-04-16 08:45:01.240844,2024-04-16 08:53:01.240844,8,Reglage sur M2-1,OP4,True
1783,L2,M2-2,Bourrage,2024-04-16 11:54:01.240844,2024-04-16 12:00:01.240844,6,Bourrage sur M2-2,OP10,True
1784,L2,M2-1,Panne_Mecanique,2024-04-16 17:48:01.240844,2024-04-16 19:49:01.240844,121,Panne_Mecanique sur M2-1,OP8,True
1785,L3,M3-2,Attente_Materiel,2024-04-16 16:00:01.240844,2024-04-16 16:45:01.240844,45,Attente_Materiel sur M3-2,OP8,True
1786,L3,M3-2,Bourrage,2024-04-16 17:00:01.240844,2024-04-16 17:06:01.240844,6,Bourrage sur M3-2,OP13,True
1787,L3,M3-2,Panne_Electrique,2024-04-16 10:14:01.240844,2024-04-16 11:37:01.240844,83,Panne_Electrique sur M3-2,OP4,True
1788,L3,M3-1,Panne_Mecanique,2024-04-16 19:28:01.240844,2024-04-16 20:54:01.240844,86,Panne_Mecanique sur M3-1,OP2,True
1789,L3,M3-2,Nettoyage,2024-04-16 13:46:01.240844,2024-04-16 14:05:01.240844,19,Nettoyage sur M3-2,OP10,True
1790,L3,M3-1,Maintenance_Preventive,2024-04-16 19:18:01.240844,2024-04-16 21:59:01.240844,161,Maintenance_Preventive sur M3-1,OP7,True
1791,L3,M3-2,Attente_Operateur,2024-04-16 08:50:01.240844,2024-04-16 09:10:01.240844,20,Attente_Operateur sur M3-2,OP4,True
1792,L3,M3-2,Attente_Materiel,2024-04-16 20:10:01.240844,2024-04-16 21:08:01.240844,58,Attente_Materiel sur M3-2,OP13,True
1793,L3,M3-2,Maintenance_Preventive,2024-04-16 08:04:01.240844,2024-04-16 10:41:01.240844,157,Maintenance_Preventive sur M3-2,OP2,True
1794,L3,M3-1,Changement_Format,2024-04-16 10:01:01.240844,2024-04-16 10:54:01.240844,53,Changement_Format sur M3-1,OP13,True
1795,L3,M3-1,Panne_Electrique,2024-04-16 17:50:01.240844,2024-04-16 18:34:01.240844,44,Panne_Electrique sur M3-1,OP2,True
1796,L3,M3-1,Panne_Electrique,2024-04-16 06:41:01.240844,2024-04-16 06:55:01.240844,14,Panne_Electrique sur M3-1,OP1,True
1797,L3,M3-2,Reglage,2024-04-16 09:26:01.240844,2024-04-16 09:32:01.240844,6,Reglage sur M3-2,OP2,True
1798,L1,M1-1,Attente_Materiel,2024-04-17 08:09:01.240844,2024-04-17 08:54:01.240844,45,Attente_Materiel sur M1-1,OP4,True
1799,L1,M1-2,Attente_Materiel,2024-04-17 12:21:01.240844,2024-04-17 12:41:01.240844,20,Attente_Materiel sur M1-2,OP2,True
1800,L1,M1-1,Reglage,2024-04-17 05:37:01.240844,2024-04-17 06:04:01.240844,27,Reglage sur M1-1,OP13,True
1801,L1,M1-1,Nettoyage,2024-04-17 17:14:01.240844,2024-04-17 17:34:01.240844,20,Nettoyage sur M1-1,OP5,True
1802,L1,M1-1,Nettoyage,2024-04-17 10:52:01.240844,2024-04-17 11:07:01.240844,15,Nettoyage sur M1-1,OP8,True
1803,L1,M1-1,Changement_Format,2024-04-17 05:36:01.240844,2024-04-17 06:29:01.240844,53,Changement_Format sur M1-1,OP10,True
1804,L1,M1-3,Attente_Operateur,2024-04-17 19:24:01.240844,2024-04-17 19:35:01.240844,11,Attente_Operateur sur M1-3,OP5,True
1805,L2,M2-2,Panne_Mecanique,2024-04-17 17:52:01.240844,2024-04-17 20:07:01.240844,135,Panne_Mecanique sur M2-2,OP3,True
1806,L2,M2-1,Changement_Format,2024-04-17 15:31:01.240844,2024-04-17 17:01:01.240844,90,Changement_Format sur M2-1,OP7,True
1807,L2,M2-3,Attente_Operateur,2024-04-17 16:02:01.240844,2024-04-17 16:19:01.240844,17,Attente_Operateur sur M2-3,OP13,True
1808,L2,M2-3,Attente_Operateur,2024-04-17 14:39:01.240844,2024-04-17 15:04:01.240844,25,Attente_Operateur sur M2-3,OP9,True
1809,L2,M2-4,Bourrage,2024-04-17 07:33:01.240844,2024-04-17 07:43:01.240844,10,Bourrage sur M2-4,OP11,True
1810,L2,M2-2,Maintenance_Preventive,2024-04-17 09:54:01.240844,2024-04-17 11:07:01.240844,73,Maintenance_Preventive sur M2-2,OP3,True
1811,L2,M2-2,Attente_Materiel,2024-04-17 15:30:01.240844,2024-04-17 16:25:01.240844,55,Attente_Materiel sur M2-2,OP2,True
1812,L3,M3-1,Bourrage,2024-04-17 13:45:01.240844,2024-04-17 13:54:01.240844,9,Bourrage sur M3-1,OP3,True
1813,L3,M3-2,Panne_Mecanique,2024-04-17 15:18:01.240844,2024-04-17 17:10:01.240844,112,Panne_Mecanique sur M3-2,OP5,True
1814,L3,M3-2,Maintenance_Preventive,2024-04-17 11:18:01.240844,2024-04-17 15:10:01.240844,232,Maintenance_Preventive sur M3-2,OP10,True
1815,L3,M3-1,Nettoyage,2024-04-17 16:13:01.240844,2024-04-17 16:55:01.240844,42,Nettoyage sur M3-1,OP3,True
1816,L3,M3-1,Probleme_Qualite,2024-04-17 18:56:01.240844,2024-04-17 20:04:01.240844,68,Probleme_Qualite sur M3-1,OP10,True
1817,L1,M1-1,Attente_Operateur,2024-04-18 05:58:01.240844,2024-04-18 06:09:01.240844,11,Attente_Operateur sur M1-1,OP14,True
1818,L1,M1-3,Attente_Operateur,2024-04-18 13:17:01.240844,2024-04-18 13:29:01.240844,12,Attente_Operateur sur M1-3,OP10,True
1819,L1,M1-3,Nettoyage,2024-04-18 18:13:01.240844,2024-04-18 18:54:01.240844,41,Nettoyage sur M1-3,OP2,True
1820,L1,M1-1,Reglage,2024-04-18 19:10:01.240844,2024-04-18 19:35:01.240844,25,Reglage sur M1-1,OP13,True
1821,L1,M1-3,Probleme_Qualite,2024-04-18 09:57:01.240844,2024-04-18 11:17:01.240844,80,Probleme_Qualite sur M1-3,OP13,True
1822,L1,M1-1,Maintenance_Preventive,2024-04-18 17:45:01.240844,2024-04-18 20:21:01.240844,156,Maintenance_Preventive sur M1-1,OP4,True
1823,L2,M2-3,Attente_Operateur,2024-04-18 19:47:01.240844,2024-04-18 19:57:01.240844,10,Attente_Operateur sur M2-3,OP13,True
1824,L2,M2-4,Probleme_Qualite,2024-04-18 18:37:01.240844,2024-04-18 20:03:01.240844,86,Probleme_Qualite sur M2-4,OP1,True
1825,L2,M2-4,Attente_Operateur,2024-04-18 12:09:01.240844,2024-04-18 12:35:01.240844,26,Attente_Operateur sur M2-4,OP11,True
1826,L2,M2-3,Maintenance_Preventive,2024-04-18 06:28:01.240844,2024-04-18 10:18:01.240844,230,Maintenance_Preventive sur M2-3,OP12,True
1827,L2,M2-4,Panne_Electrique,2024-04-18 15:38:01.240844,2024-04-18 16:33:01.240844,55,Panne_Electrique sur M2-4,OP1,True
1828,L2,M2-3,Reglage,2024-04-18 08:10:01.240844,2024-04-18 08:31:01.240844,21,Reglage sur M2-3,OP14,True
1829,L2,M2-4,Attente_Operateur,2024-04-18 18:53:01.240844,2024-04-18 19:18:01.240844,25,Attente_Operateur sur M2-4,OP10,True
1830,L2,M2-3,Attente_Operateur,2024-04-18 17:43:01.240844,2024-04-18 18:10:01.240844,27,Attente_Operateur sur M2-3,OP1,True
1831,L2,M2-3,Maintenance_Preventive,2024-04-18 07:45:01.240844,2024-04-18 09:59:01.240844,134,Maintenance_Preventive sur M2-3,OP3,True
1832,L3,M3-1,Attente_Operateur,2024-04-18 15:16:01.240844,2024-04-18 15:43:01.240844,27,Attente_Operateur sur M3-1,OP12,True
1833,L3,M3-1,Probleme_Qualite,2024-04-18 19:35:01.240844,2024-04-18 20:59:01.240844,84,Probleme_Qualite sur M3-1,OP11,True
1834,L3,M3-1,Panne_Mecanique,2024-04-18 07:30:01.240844,2024-04-18 10:03:01.240844,153,Panne_Mecanique sur M3-1,OP8,True
1835,L3,M3-2,Panne_Mecanique,2024-04-18 18:28:01.240844,2024-04-18 20:15:01.240844,107,Panne_Mecanique sur M3-2,OP3,True
1836,L3,M3-1,Reglage,2024-04-18 10:37:01.240844,2024-04-18 10:55:01.240844,18,Reglage sur M3-1,OP10,True
1837,L1,M1-3,Attente_Operateur,2024-04-19 05:04:01.240844,2024-04-19 05:33:01.240844,29,Attente_Operateur sur M1-3,OP14,True
1838,L1,M1-3,Panne_Electrique,2024-04-19 05:54:01.240844,2024-04-19 07:09:01.240844,75,Panne_Electrique sur M1-3,OP10,True
1839,L1,M1-1,Maintenance_Preventive,2024-04-19 20:02:01.240844,2024-04-19 22:20:01.240844,138,Maintenance_Preventive sur M1-1,OP6,True
1840,L1,M1-1,Attente_Operateur,2024-04-19 16:58:01.240844,2024-04-19 17:24:01.240844,26,Attente_Operateur sur M1-1,OP8,True
1841,L1,M1-2,Reglage,2024-04-19 13:09:01.240844,2024-04-19 13:19:01.240844,10,Reglage sur M1-2,OP10,True
1842,L1,M1-1,Reglage,2024-04-19 08:39:01.240844,2024-04-19 09:03:01.240844,24,Reglage sur M1-1,OP5,True
1843,L1,M1-3,Attente_Materiel,2024-04-19 17:27:01.240844,2024-04-19 17:37:01.240844,10,Attente_Materiel sur M1-3,OP12,True
1844,L2,M2-3,Probleme_Qualite,2024-04-19 08:01:01.240844,2024-04-19 09:42:01.240844,101,Probleme_Qualite sur M2-3,OP9,True
1845,L2,M2-1,Changement_Format,2024-04-19 13:14:01.240844,2024-04-19 14:55:01.240844,101,Changement_Format sur M2-1,OP13,True
1846,L2,M2-1,Bourrage,2024-04-19 10:36:01.240844,2024-04-19 11:00:01.240844,24,Bourrage sur M2-1,OP13,True
1847,L2,M2-4,Maintenance_Preventive,2024-04-19 19:35:01.240844,2024-04-19 22:18:01.240844,163,Maintenance_Preventive sur M2-4,OP7,True
1848,L2,M2-3,Attente_Materiel,2024-04-19 04:56:01.240844,2024-04-19 05:54:01.240844,58,Attente_Materiel sur M2-3,OP14,True
1849,L2,M2-3,Changement_Format,2024-04-19 04:39:01.240844,2024-04-19 05:47:01.240844,68,Changement_Format sur M2-3,OP6,True
1850,L2,M2-1,Maintenance_Preventive,2024-04-19 17:38:01.240844,2024-04-19 20:54:01.240844,196,Maintenance_Preventive sur M2-1,OP1,True
1851,L2,M2-3,Probleme_Qualite,2024-04-19 11:12:01.240844,2024-04-19 12:39:01.240844,87,Probleme_Qualite sur M2-3,OP4,True
1852,L2,M2-3,Probleme_Qualite,2024-04-19 15:50:01.240844,2024-04-19 16:06:01.240844,16,Probleme_Qualite sur M2-3,OP4,True
1853,L2,M2-2,Attente_Materiel,2024-04-19 18:51:01.240844,2024-04-19 19:43:01.240844,52,Attente_Materiel sur M2-2,OP11,True
1854,L2,M2-4,Maintenance_Preventive,2024-04-19 11:47:01.240844,2024-04-19 12:47:01.240844,60,Maintenance_Preventive sur M2-4,OP1,True
1855,L3,M3-2,Changement_Format,2024-04-19 14:05:01.240844,2024-04-19 14:38:01.240844,33,Changement_Format sur M3-2,OP3,True
1856,L3,M3-1,Bourrage,2024-04-19 04:24:01.240844,2024-04-19 04:46:01.240844,22,Bourrage sur M3-1,OP12,True
1857,L3,M3-2,Bourrage,2024-04-19 14:04:01.240844,2024-04-19 14:09:01.240844,5,Bourrage sur M3-2,OP3,True
1858,L3,M3-2,Panne_Electrique,2024-04-19 17:20:01.240844,2024-04-19 18:35:01.240844,75,Panne_Electrique sur M3-2,OP5,True
1859,L3,M3-1,Attente_Operateur,2024-04-19 06:48:01.240844,2024-04-19 07:10:01.240844,22,Attente_Operateur sur M3-1,OP8,True
1860,L3,M3-2,Panne_Electrique,2024-04-19 13:24:01.240844,2024-04-19 14:15:01.240844,51,Panne_Electrique sur M3-2,OP10,True
1861,L3,M3-2,Probleme_Qualite,2024-04-19 12:05:01.240844,2024-04-19 12:24:01.240844,19,Probleme_Qualite sur M3-2,OP7,True
1862,L3,M3-2,Attente_Operateur,2024-04-19 17:24:01.240844,2024-04-19 17:47:01.240844,23,Attente_Operateur sur M3-2,OP5,True
1863,L3,M3-2,Changement_Format,2024-04-19 19:37:01.240844,2024-04-19 20:52:01.240844,75,Changement_Format sur M3-2,OP7,True
1864,L3,M3-2,Attente_Operateur,2024-04-19 17:31:01.240844,2024-04-19 17:37:01.240844,6,Attente_Operateur sur M3-2,OP11,True
1865,L3,M3-2,Changement_Format,2024-04-19 08:23:01.240844,2024-04-19 09:52:01.240844,89,Changement_Format sur M3-2,OP3,True
1866,L3,M3-2,Attente_Operateur,2024-04-19 14:22:01.240844,2024-04-19 14:30:01.240844,8,Attente_Operateur sur M3-2,OP10,True
1867,L3,M3-1,Maintenance_Preventive,2024-04-19 17:03:01.240844,2024-04-19 19:43:01.240844,160,Maintenance_Preventive sur M3-1,OP8,True
1868,L3,M3-1,Reglage,2024-04-19 18:13:01.240844,2024-04-19 18:21:01.240844,8,Reglage sur M3-1,OP9,True
1869,L3,M3-1,Attente_Materiel,2024-04-19 06:37:01.240844,2024-04-19 07:15:01.240844,38,Attente_Materiel sur M3-1,OP12,True
1870,L3,M3-1,Attente_Operateur,2024-04-19 09:17:01.240844,2024-04-19 09:37:01.240844,20,Attente_Operateur sur M3-1,OP8,True
1871,L3,M3-2,Nettoyage,2024-04-19 11:46:01.240844,2024-04-19 12:07:01.240844,21,Nettoyage sur M3-2,OP14,True
1872,L3,M3-2,Bourrage,2024-04-19 08:44:01.240844,2024-04-19 08:49:01.240844,5,Bourrage sur M3-2,OP3,True
1873,L1,M1-3,Nettoyage,2024-04-20 09:30:01.240844,2024-04-20 10:08:01.240844,38,Nettoyage sur M1-3,OP6,True
1874,L1,M1-1,Bourrage,2024-04-20 11:57:01.240844,2024-04-20 12:21:01.240844,24,Bourrage sur M1-1,OP3,True
1875,L1,M1-1,Maintenance_Preventive,2024-04-20 16:09:01.240844,2024-04-20 18:01:01.240844,112,Maintenance_Preventive sur M1-1,OP13,True
1876,L1,M1-1,Nettoyage,2024-04-20 07:15:01.240844,2024-04-20 07:30:01.240844,15,Nettoyage sur M1-1,OP1,True
1877,L1,M1-2,Nettoyage,2024-04-20 17:37:01.240844,2024-04-20 18:17:01.240844,40,Nettoyage sur M1-2,OP2,True
1878,L1,M1-1,Attente_Operateur,2024-04-20 17:13:01.240844,2024-04-20 17:30:01.240844,17,Attente_Operateur sur M1-1,OP10,True
1879,L1,M1-3,Panne_Mecanique,2024-04-20 16:54:01.240844,2024-04-20 18:12:01.240844,78,Panne_Mecanique sur M1-3,OP13,True
1880,L1,M1-1,Reglage,2024-04-20 14:38:01.240844,2024-04-20 14:59:01.240844,21,Reglage sur M1-1,OP4,True
1881,L1,M1-3,Nettoyage,2024-04-20 15:02:01.240844,2024-04-20 15:41:01.240844,39,Nettoyage sur M1-3,OP13,True
1882,L2,M2-4,Probleme_Qualite,2024-04-20 10:41:01.240844,2024-04-20 12:39:01.240844,118,Probleme_Qualite sur M2-4,OP1,True
1883,L2,M2-2,Probleme_Qualite,2024-04-20 05:29:01.240844,2024-04-20 06:40:01.240844,71,Probleme_Qualite sur M2-2,OP8,True
1884,L2,M2-1,Maintenance_Preventive,2024-04-20 07:59:01.240844,2024-04-20 11:20:01.240844,201,Maintenance_Preventive sur M2-1,OP14,True
1885,L2,M2-4,Attente_Operateur,2024-04-20 07:25:01.240844,2024-04-20 07:52:01.240844,27,Attente_Operateur sur M2-4,OP4,True
1886,L2,M2-4,Bourrage,2024-04-20 09:32:01.240844,2024-04-20 09:41:01.240844,9,Bourrage sur M2-4,OP12,True
1887,L2,M2-3,Bourrage,2024-04-20 12:10:01.240844,2024-04-20 12:26:01.240844,16,Bourrage sur M2-3,OP11,True
1888,L2,M2-4,Bourrage,2024-04-20 17:56:01.240844,2024-04-20 18:08:01.240844,12,Bourrage sur M2-4,OP1,True
1889,L2,M2-4,Probleme_Qualite,2024-04-20 14:43:01.240844,2024-04-20 16:32:01.240844,109,Probleme_Qualite sur M2-4,OP5,True
1890,L2,M2-2,Changement_Format,2024-04-20 15:47:01.240844,2024-04-20 16:50:01.240844,63,Changement_Format sur M2-2,OP10,True
1891,L3,M3-2,Attente_Materiel,2024-04-20 08:21:01.240844,2024-04-20 08:31:01.240844,10,Attente_Materiel sur M3-2,OP1,True
1892,L3,M3-2,Nettoyage,2024-04-20 17:46:01.240844,2024-04-20 18:08:01.240844,22,Nettoyage sur M3-2,OP7,True
1893,L3,M3-1,Attente_Materiel,2024-04-20 05:32:01.240844,2024-04-20 06:25:01.240844,53,Attente_Materiel sur M3-1,OP5,True
1894,L3,M3-1,Attente_Operateur,2024-04-20 18:19:01.240844,2024-04-20 18:24:01.240844,5,Attente_Operateur sur M3-1,OP8,True
1895,L3,M3-1,Nettoyage,2024-04-20 14:12:01.240844,2024-04-20 14:39:01.240844,27,Nettoyage sur M3-1,OP7,True
1896,L3,M3-2,Attente_Materiel,2024-04-20 10:29:01.240844,2024-04-20 11:27:01.240844,58,Attente_Materiel sur M3-2,OP4,True
1897,L3,M3-2,Probleme_Qualite,2024-04-20 07:01:01.240844,2024-04-20 07:42:01.240844,41,Probleme_Qualite sur M3-2,OP7,True
1898,L1,M1-2,Probleme_Qualite,2024-04-23 16:21:01.240844,2024-04-23 16:48:01.240844,27,Probleme_Qualite sur M1-2,OP8,True
1899,L1,M1-2,Changement_Format,2024-04-23 09:04:01.240844,2024-04-23 09:40:01.240844,36,Changement_Format sur M1-2,OP2,True
1900,L1,M1-2,Probleme_Qualite,2024-04-23 17:07:01.240844,2024-04-23 17:32:01.240844,25,Probleme_Qualite sur M1-2,OP4,True
1901,L1,M1-1,Probleme_Qualite,2024-04-23 08:23:01.240844,2024-04-23 09:23:01.240844,60,Probleme_Qualite sur M1-1,OP8,True
1902,L1,M1-2,Bourrage,2024-04-23 05:58:01.240844,2024-04-23 06:07:01.240844,9,Bourrage sur M1-2,OP5,True
1903,L1,M1-2,Nettoyage,2024-04-23 13:31:01.240844,2024-04-23 14:08:01.240844,37,Nettoyage sur M1-2,OP2,True
1904,L1,M1-1,Bourrage,2024-04-23 11:11:01.240844,2024-04-23 11:32:01.240844,21,Bourrage sur M1-1,OP9,True
1905,L1,M1-1,Nettoyage,2024-04-23 10:24:01.240844,2024-04-23 10:49:01.240844,25,Nettoyage sur M1-1,OP6,True
1906,L2,M2-2,Nettoyage,2024-04-23 11:27:01.240844,2024-04-23 11:44:01.240844,17,Nettoyage sur M2-2,OP10,True
1907,L2,M2-2,Maintenance_Preventive,2024-04-23 05:36:01.240844,2024-04-23 07:31:01.240844,115,Maintenance_Preventive sur M2-2,OP13,True
1908,L2,M2-3,Panne_Mecanique,2024-04-23 12:44:01.240844,2024-04-23 13:43:01.240844,59,Panne_Mecanique sur M2-3,OP8,True
1909,L2,M2-3,Panne_Electrique,2024-04-23 19:54:01.240844,2024-04-23 21:05:01.240844,71,Panne_Electrique sur M2-3,OP2,True
1910,L2,M2-4,Probleme_Qualite,2024-04-23 14:47:01.240844,2024-04-23 15:12:01.240844,25,Probleme_Qualite sur M2-4,OP3,True
1911,L2,M2-1,Changement_Format,2024-04-23 19:55:01.240844,2024-04-23 21:22:01.240844,87,Changement_Format sur M2-1,OP2,True
1912,L2,M2-2,Changement_Format,2024-04-23 15:13:01.240844,2024-04-23 15:48:01.240844,35,Changement_Format sur M2-2,OP11,True
1913,L2,M2-3,Attente_Operateur,2024-04-23 07:02:01.240844,2024-04-23 07:09:01.240844,7,Attente_Operateur sur M2-3,OP13,True
1914,L2,M2-4,Attente_Operateur,2024-04-23 10:44:01.240844,2024-04-23 11:01:01.240844,17,Attente_Operateur sur M2-4,OP8,True
1915,L2,M2-4,Maintenance_Preventive,2024-04-23 14:27:01.240844,2024-04-23 17:52:01.240844,205,Maintenance_Preventive sur M2-4,OP4,True
1916,L2,M2-4,Attente_Operateur,2024-04-23 09:12:01.240844,2024-04-23 09:21:01.240844,9,Attente_Operateur sur M2-4,OP10,True
1917,L3,M3-1,Maintenance_Preventive,2024-04-23 17:33:01.240844,2024-04-23 18:53:01.240844,80,Maintenance_Preventive sur M3-1,OP14,True
1918,L3,M3-2,Changement_Format,2024-04-23 05:08:01.240844,2024-04-23 05:53:01.240844,45,Changement_Format sur M3-2,OP4,True
1919,L3,M3-2,Maintenance_Preventive,2024-04-23 05:34:01.240844,2024-04-23 08:56:01.240844,202,Maintenance_Preventive sur M3-2,OP3,True
1920,L3,M3-1,Panne_Electrique,2024-04-23 11:33:01.240844,2024-04-23 12:15:01.240844,42,Panne_Electrique sur M3-1,OP1,True
1921,L3,M3-2,Bourrage,2024-04-23 15:44:01.240844,2024-04-23 16:01:01.240844,17,Bourrage sur M3-2,OP6,True
