timestamp,line_id,shift,total_produced,total_defects,defect_rate,defect_type,rework_count,scrap_count
2024-06-19 09:43:47.962809,L2,3,8336,213,2.56,Dimension_Hors_Tolerance,63,149
2024-06-18 17:43:47.962809,L3,1,8487,364,4.29,Dimension_Hors_Tolerance,109,254
2024-06-19 01:43:47.962809,L3,2,10389,572,5.51,Contamination,171,400
2024-06-19 09:43:47.962809,L3,3,8641,402,4.65,Contamination,120,281
2024-06-19 17:43:47.962809,L1,1,10904,112,1.03,Impression_Defectueuse,33,78
2024-06-20 01:43:47.962809,L1,2,8301,118,1.43,Defaut_Surface,35,82
2024-06-20 09:43:47.962809,L1,3,9435,444,4.71,Contamination,133,310
2024-06-19 17:43:47.962809,L2,1,8558,493,5.77,Pliage_Incorrect,147,345
2024-06-20 01:43:47.962809,L2,2,11971,880,7.35,Contamination,264,616
2024-06-20 09:43:47.962809,L2,3,10213,506,4.96,Defaut_Surface,151,354
2024-06-19 17:43:47.962809,L3,1,8963,372,4.16,Contamination,111,260
2024-06-20 01:43:47.962809,L3,2,9131,609,6.67,Defaut_Surface,182,426
2024-06-20 09:43:47.962809,L3,3,9521,355,3.73,Pliage_Incorrect,106,248
2024-06-20 17:43:47.962809,L1,1,8255,288,3.49,Pliage_Incorrect,86,201
2024-06-21 01:43:47.962809,L1,2,11336,839,7.41,Impression_Defectueuse,251,587
2024-06-21 09:43:47.962809,L1,3,9423,276,2.93,Pliage_Incorrect,82,193
2024-06-20 17:43:47.962809,L2,1,8328,189,2.28,Dimension_Hors_Tolerance,56,132
2024-06-21 01:43:47.962809,L2,2,11730,253,2.16,Dimension_Hors_Tolerance,75,177
2024-06-21 09:43:47.962809,L2,3,9038,379,4.19,Dimension_Hors_Tolerance,113,265
2024-06-20 17:43:47.962809,L3,1,11187,490,4.39,Pliage_Incorrect,147,343
2024-06-21 01:43:47.962809,L3,2,9945,519,5.22,Impression_Defectueuse,155,363
2024-06-21 09:43:47.962809,L3,3,10843,521,4.81,Defaut_Surface,156,364
2024-06-21 17:43:47.962809,L1,1,10280,637,6.2,Pliage_Incorrect,191,445
2024-06-22 01:43:47.962809,L1,2,8136,461,5.67,Defaut_Surface,138,322
2024-06-22 09:43:47.962809,L1,3,10957,438,4.0,Impression_Defectueuse,131,306
2024-06-21 17:43:47.962809,L2,1,9677,454,4.69,Impression_Defectueuse,136,317
2024-06-22 01:43:47.962809,L2,2,11682,202,1.74,Dimension_Hors_Tolerance,60,141
2024-06-22 09:43:47.962809,L2,3,8645,610,7.06,Impression_Defectueuse,183,427
2024-06-21 17:43:47.962809,L3,1,9989,630,6.31,Impression_Defectueuse,189,441
2024-06-22 01:43:47.962809,L3,2,10899,727,6.67,Pliage_Incorrect,218,508
2024-06-22 09:43:47.962809,L3,3,8487,196,2.31,Deformation,58,137
2024-06-24 17:43:47.962809,L1,1,8362,465,5.56,Contamination,139,325
2024-06-25 01:43:47.962809,L1,2,11105,572,5.15,Defaut_Surface,171,400
2024-06-25 09:43:47.962809,L1,3,8272,505,6.11,Dimension_Hors_Tolerance,151,353
2024-06-24 17:43:47.962809,L2,1,10345,411,3.97,Pliage_Incorrect,123,287
2024-06-25 01:43:47.962809,L2,2,8812,103,1.17,Defaut_Surface,30,72
2024-06-25 09:43:47.962809,L2,3,8530,654,7.67,Pliage_Incorrect,196,457
2024-06-24 17:43:47.962809,L3,1,11711,672,5.74,Pliage_Incorrect,201,470
2024-06-25 01:43:47.962809,L3,2,11571,783,6.77,Defaut_Surface,234,548
2024-06-25 09:43:47.962809,L3,3,10161,121,1.2,Pliage_Incorrect,36,84
2024-06-25 17:43:47.962809,L1,1,10752,353,3.29,Defaut_Surface,105,247
2024-06-26 01:43:47.962809,L1,2,8721,491,5.64,Pliage_Incorrect,147,343
2024-06-26 09:43:47.962809,L1,3,8997,583,6.48,Contamination,174,408
2024-06-25 17:43:47.962809,L2,1,8440,121,1.44,Defaut_Surface,36,84
2024-06-26 01:43:47.962809,L2,2,11786,803,6.82,Impression_Defectueuse,240,562
2024-06-26 09:43:47.962809,L2,3,8642,199,2.31,Dimension_Hors_Tolerance,59,139
2024-06-25 17:43:47.962809,L3,1,9162,683,7.46,Deformation,204,478
2024-06-26 01:43:47.962809,L3,2,9106,503,5.53,Dimension_Hors_Tolerance,150,352
2024-06-26 09:43:47.962809,L3,3,10201,194,1.9,Pliage_Incorrect,58,135
2024-06-26 17:43:47.962809,L1,1,9106,262,2.89,Deformation,78,183
2024-06-27 01:43:47.962809,L1,2,10175,565,5.56,Dimension_Hors_Tolerance,169,395
2024-06-27 09:43:47.962809,L1,3,10315,513,4.98,Defaut_Surface,153,359
2024-06-26 17:43:47.962809,L2,1,8440,660,7.83,Deformation,198,461
2024-06-27 01:43:47.962809,L2,2,11949,573,4.8,Dimension_Hors_Tolerance,171,401
2024-06-27 09:43:47.962809,L2,3,8855,112,1.27,Defaut_Surface,33,78
2024-06-26 17:43:47.962809,L3,1,10815,603,5.58,Dimension_Hors_Tolerance,180,422
2024-06-27 01:43:47.962809,L3,2,9318,627,6.73,Impression_Defectueuse,188,438
2024-06-27 09:43:47.962809,L3,3,10386,375,3.61,Deformation,112,262
2024-06-27 17:43:47.962809,L1,1,10291,782,7.6,Dimension_Hors_Tolerance,234,547
2024-06-28 01:43:47.962809,L1,2,10248,731,7.14,Pliage_Incorrect,219,511
2024-06-28 09:43:47.962809,L1,3,10916,853,7.82,Pliage_Incorrect,255,597
2024-06-27 17:43:47.962809,L2,1,9241,707,7.66,Dimension_Hors_Tolerance,212,494
2024-06-28 01:43:47.962809,L2,2,9129,171,1.88,Contamination,51,119
2024-06-28 09:43:47.962809,L2,3,8775,369,4.21,Deformation,110,258
2024-06-27 17:43:47.962809,L3,1,8270,197,2.38,Deformation,59,137
2024-06-28 01:43:47.962809,L3,2,8778,99,1.14,Deformation,29,69
2024-06-28 09:43:47.962809,L3,3,8270,417,5.04,Dimension_Hors_Tolerance,125,291
2024-06-28 17:43:47.962809,L1,1,8180,567,6.94,Dimension_Hors_Tolerance,170,396
2024-06-29 01:43:47.962809,L1,2,8073,324,4.02,Impression_Defectueuse,97,226
2024-06-29 09:43:47.962809,L1,3,9650,387,4.01,Dimension_Hors_Tolerance,116,270
2024-06-28 17:43:47.962809,L2,1,8087,190,2.35,Dimension_Hors_Tolerance,57,133
2024-06-29 01:43:47.962809,L2,2,11788,447,3.8,Dimension_Hors_Tolerance,134,312
2024-06-29 09:43:47.962809,L2,3,10179,553,5.44,Impression_Defectueuse,165,387
2024-06-28 17:43:47.962809,L3,1,10484,128,1.22,Pliage_Incorrect,38,89
2024-06-29 01:43:47.962809,L3,2,10276,755,7.35,Contamination,226,528
2024-06-29 09:43:47.962809,L3,3,9780,163,1.68,Contamination,48,114
2024-07-01 17:43:47.962809,L1,1,11278,191,1.69,Dimension_Hors_Tolerance,57,133
2024-07-02 01:43:47.962809,L1,2,8102,466,5.75,Deformation,139,326
2024-07-02 09:43:47.962809,L1,3,10406,606,5.82,Defaut_Surface,181,424
2024-07-01 17:43:47.962809,L2,1,11779,493,4.19,Dimension_Hors_Tolerance,147,345
2024-07-02 01:43:47.962809,L2,2,9797,727,7.43,Impression_Defectueuse,218,508
2024-07-02 09:43:47.962809,L2,3,9663,763,7.9,Defaut_Surface,228,534
2024-07-01 17:43:47.962809,L3,1,9321,694,7.45,Deformation,208,485
2024-07-02 01:43:47.962809,L3,2,9353,512,5.48,Defaut_Surface,153,358
2024-07-02 09:43:47.962809,L3,3,9922,410,4.13,Dimension_Hors_Tolerance,123,287
2024-07-02 17:43:47.962809,L1,1,9019,556,6.17,Defaut_Surface,166,389
2024-07-03 01:43:47.962809,L1,2,9432,582,6.17,Pliage_Incorrect,174,407
2024-07-03 09:43:47.962809,L1,3,8431,621,7.37,Pliage_Incorrect,186,434
2024-07-02 17:43:47.962809,L2,1,9562,374,3.91,Defaut_Surface,112,261
2024-07-03 01:43:47.962809,L2,2,10366,550,5.31,Deformation,165,385
2024-07-03 09:43:47.962809,L2,3,8381,100,1.2,Deformation,30,70
2024-07-02 17:43:47.962809,L3,1,10869,512,4.71,Impression_Defectueuse,153,358
2024-07-03 01:43:47.962809,L3,2,10720,644,6.02,Contamination,193,450
2024-07-03 09:43:47.962809,L3,3,8801,675,7.68,Defaut_Surface,202,472
2024-07-03 17:43:47.962809,L1,1,11069,429,3.88,Pliage_Incorrect,128,300
2024-07-04 01:43:47.962809,L1,2,10399,241,2.32,Impression_Defectueuse,72,168
2024-07-04 09:43:47.962809,L1,3,9875,640,6.49,Contamination,192,448
2024-07-03 17:43:47.962809,L2,1,10557,823,7.8,Deformation,246,576
2024-07-04 01:43:47.962809,L2,2,9049,701,7.76,Deformation,210,490
2024-07-04 09:43:47.962809,L2,3,10571,281,2.66,Defaut_Surface,84,196
2024-07-03 17:43:47.962809,L3,1,8376,125,1.49,Defaut_Surface,37,87
2024-07-04 01:43:47.962809,L3,2,10595,197,1.87,Contamination,59,137
2024-07-04 09:43:47.962809,L3,3,8728,296,3.39,Contamination,88,207
2024-07-04 17:43:47.962809,L1,1,10551,543,5.15,Impression_Defectueuse,162,380
2024-07-05 01:43:47.962809,L1,2,9296,138,1.49,Dimension_Hors_Tolerance,41,96
2024-07-05 09:43:47.962809,L1,3,9771,706,7.23,Deformation,211,494
2024-07-04 17:43:47.962809,L2,1,11403,825,7.24,Defaut_Surface,247,577
2024-07-05 01:43:47.962809,L2,2,9192,514,5.59,Deformation,154,359
2024-07-05 09:43:47.962809,L2,3,10331,695,6.73,Defaut_Surface,208,486
2024-07-04 17:43:47.962809,L3,1,10728,765,7.13,Dimension_Hors_Tolerance,229,535
2024-07-05 01:43:47.962809,L3,2,9864,408,4.14,Deformation,122,285
2024-07-05 09:43:47.962809,L3,3,9898,296,2.99,Defaut_Surface,88,207
2024-07-05 17:43:47.962809,L1,1,10864,442,4.07,Defaut_Surface,132,309
2024-07-06 01:43:47.962809,L1,2,9320,166,1.78,Pliage_Incorrect,49,116
2024-07-06 09:43:47.962809,L1,3,9299,99,1.07,Pliage_Incorrect,29,69
2024-07-05 17:43:47.962809,L2,1,9669,477,4.93,Dimension_Hors_Tolerance,143,333
2024-07-06 01:43:47.962809,L2,2,9656,357,3.71,Deformation,107,249
2024-07-06 09:43:47.962809,L2,3,8178,408,5.0,Deformation,122,285
2024-07-05 17:43:47.962809,L3,1,9825,230,2.34,Impression_Defectueuse,69,161
2024-07-06 01:43:47.962809,L3,2,11471,806,7.03,Contamination,241,564
2024-07-06 09:43:47.962809,L3,3,9970,490,4.92,Pliage_Incorrect,147,343
2024-07-08 17:43:47.962809,L1,1,11636,657,5.65,Dimension_Hors_Tolerance,197,459
2024-07-09 01:43:47.962809,L1,2,11428,731,6.4,Dimension_Hors_Tolerance,219,511
2024-07-09 09:43:47.962809,L1,3,9915,528,5.34,Impression_Defectueuse,158,369
2024-07-08 17:43:47.962809,L2,1,8086,477,5.91,Pliage_Incorrect,143,333
2024-07-09 01:43:47.962809,L2,2,8114,627,7.74,Pliage_Incorrect,188,438
2024-07-09 09:43:47.962809,L2,3,8512,460,5.41,Defaut_Surface,138,322
2024-07-08 17:43:47.962809,L3,1,11585,757,6.53,Defaut_Surface,227,529
2024-07-09 01:43:47.962809,L3,2,8101,376,4.65,Defaut_Surface,112,263
2024-07-09 09:43:47.962809,L3,3,9156,673,7.35,Deformation,201,471
2024-07-09 17:43:47.962809,L1,1,10174,215,2.11,Deformation,64,150
2024-07-10 01:43:47.962809,L1,2,11908,140,1.18,Pliage_Incorrect,42,98
2024-07-10 09:43:47.962809,L1,3,8758,107,1.22,Impression_Defectueuse,32,74
2024-07-09 17:43:47.962809,L2,1,9761,561,5.76,Dimension_Hors_Tolerance,168,392
2024-07-10 01:43:47.962809,L2,2,10810,638,5.9,Dimension_Hors_Tolerance,191,446
2024-07-10 09:43:47.962809,L2,3,9860,395,4.01,Impression_Defectueuse,118,276
2024-07-09 17:43:47.962809,L3,1,11803,430,3.65,Pliage_Incorrect,129,301
2024-07-10 01:43:47.962809,L3,2,10124,387,3.82,Dimension_Hors_Tolerance,116,270
2024-07-10 09:43:47.962809,L3,3,10036,403,4.02,Pliage_Incorrect,120,282
2024-07-10 17:43:47.962809,L1,1,8605,166,1.94,Contamination,49,116
2024-07-11 01:43:47.962809,L1,2,11335,259,2.29,Deformation,77,181
2024-07-11 09:43:47.962809,L1,3,9726,223,2.3,Pliage_Incorrect,66,156
2024-07-10 17:43:47.962809,L2,1,10289,744,7.23,Contamination,223,520
2024-07-11 01:43:47.962809,L2,2,9709,672,6.93,Dimension_Hors_Tolerance,201,470
2024-07-11 09:43:47.962809,L2,3,8907,398,4.47,Deformation,119,278
2024-07-10 17:43:47.962809,L3,1,9163,210,2.3,Pliage_Incorrect,63,147
2024-07-11 01:43:47.962809,L3,2,10344,770,7.45,Contamination,231,539
2024-07-11 09:43:47.962809,L3,3,10242,314,3.07,Dimension_Hors_Tolerance,94,219
2024-07-11 17:43:47.962809,L1,1,11524,170,1.48,Dimension_Hors_Tolerance,51,118
2024-07-12 01:43:47.962809,L1,2,10897,263,2.41,Pliage_Incorrect,78,184
2024-07-12 09:43:47.962809,L1,3,9438,416,4.42,Impression_Defectueuse,124,291
2024-07-11 17:43:47.962809,L2,1,9085,218,2.41,Dimension_Hors_Tolerance,65,152
2024-07-12 01:43:47.962809,L2,2,10652,109,1.03,Impression_Defectueuse,32,76
2024-07-12 09:43:47.962809,L2,3,10803,585,5.42,Dimension_Hors_Tolerance,175,409
2024-07-11 17:43:47.962809,L3,1,8670,329,3.8,Defaut_Surface,98,230
2024-07-12 01:43:47.962809,L3,2,9780,705,7.21,Dimension_Hors_Tolerance,211,493
2024-07-12 09:43:47.962809,L3,3,8428,112,1.34,Impression_Defectueuse,33,78
2024-07-12 17:43:47.962809,L1,1,10083,659,6.54,Pliage_Incorrect,197,461
2024-07-13 01:43:47.962809,L1,2,9927,621,6.26,Impression_Defectueuse,186,434
2024-07-13 09:43:47.962809,L1,3,8668,420,4.85,Defaut_Surface,126,294
2024-07-12 17:43:47.962809,L2,1,9685,403,4.17,Impression_Defectueuse,120,282
2024-07-13 01:43:47.962809,L2,2,10598,746,7.05,Dimension_Hors_Tolerance,223,522
2024-07-13 09:43:47.962809,L2,3,8769,217,2.48,Pliage_Incorrect,65,151
2024-07-12 17:43:47.962809,L3,1,11427,377,3.3,Defaut_Surface,113,263
2024-07-13 01:43:47.962809,L3,2,9436,660,7.0,Dimension_Hors_Tolerance,198,461
2024-07-13 09:43:47.962809,L3,3,8609,318,3.7,Defaut_Surface,95,222
2024-07-15 17:43:47.962809,L1,1,9935,210,2.12,Pliage_Incorrect,63,147
2024-07-16 01:43:47.962809,L1,2,8429,482,5.72,Pliage_Incorrect,144,337
2024-07-16 09:43:47.962809,L1,3,8812,618,7.01,Impression_Defectueuse,185,432
2024-07-15 17:43:47.962809,L2,1,10197,146,1.43,Dimension_Hors_Tolerance,43,102
2024-07-16 01:43:47.962809,L2,2,11879,169,1.43,Impression_Defectueuse,50,118
2024-07-16 09:43:47.962809,L2,3,11236,814,7.25,Pliage_Incorrect,244,569
2024-07-15 17:43:47.962809,L3,1,10821,352,3.25,Defaut_Surface,105,246
2024-07-16 01:43:47.962809,L3,2,11339,328,2.89,Defaut_Surface,98,229
2024-07-16 09:43:47.962809,L3,3,10807,360,3.33,Contamination,108,251
2024-07-16 17:43:47.962809,L1,1,9030,410,4.55,Defaut_Surface,123,287
2024-07-17 01:43:47.962809,L1,2,11171,268,2.41,Impression_Defectueuse,80,187
2024-07-17 09:43:47.962809,L1,3,9453,591,6.25,Deformation,177,413
2024-07-16 17:43:47.962809,L2,1,10887,309,2.84,Defaut_Surface,92,216
2024-07-17 01:43:47.962809,L2,2,10237,197,1.93,Defaut_Surface,59,137
2024-07-17 09:43:47.962809,L2,3,8224,153,1.87,Dimension_Hors_Tolerance,45,107
2024-07-16 17:43:47.962809,L3,1,11112,349,3.15,Pliage_Incorrect,104,244
2024-07-17 01:43:47.962809,L3,2,11919,349,2.93,Impression_Defectueuse,104,244
2024-07-17 09:43:47.962809,L3,3,11704,728,6.22,Defaut_Surface,218,509
2024-07-17 17:43:47.962809,L1,1,8101,493,6.09,Contamination,147,345
2024-07-18 01:43:47.962809,L1,2,8365,595,7.12,Deformation,178,416
2024-07-18 09:43:47.962809,L1,3,11393,735,6.46,Deformation,220,514
2024-07-17 17:43:47.962809,L2,1,8344,171,2.06,Impression_Defectueuse,51,119
2024-07-18 01:43:47.962809,L2,2,8048,202,2.52,Contamination,60,141
2024-07-18 09:43:47.962809,L2,3,9253,671,7.26,Dimension_Hors_Tolerance,201,469
2024-07-17 17:43:47.962809,L3,1,9851,780,7.93,Contamination,234,546
2024-07-18 01:43:47.962809,L3,2,11760,278,2.37,Impression_Defectueuse,83,194
2024-07-18 09:43:47.962809,L3,3,8949,607,6.79,Defaut_Surface,182,424
2024-07-18 17:43:47.962809,L1,1,10862,483,4.45,Dimension_Hors_Tolerance,144,338
2024-07-19 01:43:47.962809,L1,2,9768,292,2.99,Impression_Defectueuse,87,204
2024-07-19 09:43:47.962809,L1,3,11104,860,7.75,Dimension_Hors_Tolerance,258,602
2024-07-18 17:43:47.962809,L2,1,8632,392,4.54,Impression_Defectueuse,117,274
2024-07-19 01:43:47.962809,L2,2,10051,384,3.83,Pliage_Incorrect,115,268
2024-07-19 09:43:47.962809,L2,3,9478,280,2.96,Deformation,84,196
2024-07-18 17:43:47.962809,L3,1,10180,274,2.7,Impression_Defectueuse,82,191
2024-07-19 01:43:47.962809,L3,2,11022,460,4.17,Impression_Defectueuse,138,322
2024-07-19 09:43:47.962809,L3,3,11320,637,5.63,Defaut_Surface,191,445
2024-07-19 17:43:47.962809,L1,1,10714,467,4.37,Contamination,140,326
2024-07-20 01:43:47.962809,L1,2,9733,339,3.49,Impression_Defectueuse,101,237
2024-07-20 09:43:47.962809,L1,3,9456,694,7.34,Contamination,208,485
2024-07-19 17:43:47.962809,L2,1,9566,590,6.18,Pliage_Incorrect,177,413
2024-07-20 01:43:47.962809,L2,2,8555,638,7.46,Contamination,191,446
2024-07-20 09:43:47.962809,L2,3,11760,147,1.25,Impression_Defectueuse,44,102
2024-07-19 17:43:47.962809,L3,1,9211,684,7.43,Deformation,205,478
2024-07-20 01:43:47.962809,L3,2,10566,792,7.5,Contamination,237,554
2024-07-20 09:43:47.962809,L3,3,11176,843,7.55,Contamination,252,590
2024-07-22 17:43:47.962809,L1,1,11442,416,3.64,Dimension_Hors_Tolerance,124,291
2024-07-23 01:43:47.962809,L1,2,10222,491,4.81,Defaut_Surface,147,343
2024-07-23 09:43:47.962809,L1,3,11801,823,6.98,Pliage_Incorrect,246,576
2024-07-22 17:43:47.962809,L2,1,10891,363,3.34,Contamination,108,254
2024-07-23 01:43:47.962809,L2,2,9762,192,1.97,Pliage_Incorrect,57,134
2024-07-23 09:43:47.962809,L2,3,9056,185,2.05,Contamination,55,129
2024-07-22 17:43:47.962809,L3,1,10874,474,4.37,Pliage_Incorrect,142,331
2024-07-23 01:43:47.962809,L3,2,9284,260,2.8,Dimension_Hors_Tolerance,78,182
2024-07-23 09:43:47.962809,L3,3,9312,669,7.19,Deformation,200,468
2024-07-23 17:43:47.962809,L1,1,8234,241,2.94,Deformation,72,168
2024-07-24 01:43:47.962809,L1,2,11709,768,6.57,Deformation,230,537
2024-07-24 09:43:47.962809,L1,3,10183,665,6.54,Deformation,199,465
2024-07-23 17:43:47.962809,L2,1,9727,637,6.56,Impression_Defectueuse,191,445
2024-07-24 01:43:47.962809,L2,2,11460,545,4.76,Deformation,163,381
2024-07-24 09:43:47.962809,L2,3,9788,547,5.59,Deformation,164,382
2024-07-23 17:43:47.962809,L3,1,10304,128,1.25,Deformation,38,89
2024-07-24 01:43:47.962809,L3,2,11440,801,7.01,Dimension_Hors_Tolerance,240,560
2024-07-24 09:43:47.962809,L3,3,11018,834,7.57,Pliage_Incorrect,250,583
2024-07-24 17:43:47.962809,L1,1,9259,586,6.34,Contamination,175,410
2024-07-25 01:43:47.962809,L1,2,10637,380,3.57,Dimension_Hors_Tolerance,114,266
2024-07-25 09:43:47.962809,L1,3,11886,891,7.5,Impression_Defectueuse,267,623
2024-07-24 17:43:47.962809,L2,1,10238,570,5.57,Dimension_Hors_Tolerance,171,399
2024-07-25 01:43:47.962809,L2,2,8825,106,1.21,Impression_Defectueuse,31,74
2024-07-25 09:43:47.962809,L2,3,8195,630,7.7,Deformation,189,441
2024-07-24 17:43:47.962809,L3,1,10232,781,7.64,Pliage_Incorrect,234,546
2024-07-25 01:43:47.962809,L3,2,10346,544,5.26,Pliage_Incorrect,163,380
2024-07-25 09:43:47.962809,L3,3,9808,229,2.34,Defaut_Surface,68,160
2024-07-25 17:43:47.962809,L1,1,8640,630,7.3,Pliage_Incorrect,189,441
2024-07-26 01:43:47.962809,L1,2,10002,561,5.61,Contamination,168,392
2024-07-26 09:43:47.962809,L1,3,9964,102,1.02,Contamination,30,71
2024-07-25 17:43:47.962809,L2,1,8788,611,6.96,Defaut_Surface,183,427
2024-07-26 01:43:47.962809,L2,2,11717,516,4.41,Pliage_Incorrect,154,361
2024-07-26 09:43:47.962809,L2,3,8255,242,2.93,Deformation,72,169
2024-07-25 17:43:47.962809,L3,1,10629,224,2.12,Dimension_Hors_Tolerance,67,156
2024-07-26 01:43:47.962809,L3,2,9025,616,6.83,Dimension_Hors_Tolerance,184,431
2024-07-26 09:43:47.962809,L3,3,9400,290,3.09,Dimension_Hors_Tolerance,87,203
2024-07-26 17:43:47.962809,L1,1,11845,895,7.56,Dimension_Hors_Tolerance,268,626
2024-07-27 01:43:47.962809,L1,2,9611,117,1.23,Pliage_Incorrect,35,81
2024-07-27 09:43:47.962809,L1,3,9227,345,3.75,Defaut_Surface,103,241
2024-07-26 17:43:47.962809,L2,1,8025,435,5.43,Deformation,130,304
2024-07-27 01:43:47.962809,L2,2,10734,711,6.63,Deformation,213,497
2024-07-27 09:43:47.962809,L2,3,11025,565,5.13,Deformation,169,395
2024-07-26 17:43:47.962809,L3,1,9989,236,2.36,Contamination,70,165
2024-07-27 01:43:47.962809,L3,2,8361,352,4.21,Deformation,105,246
2024-07-27 09:43:47.962809,L3,3,10279,328,3.2,Defaut_Surface,98,229
2024-07-29 17:43:47.962809,L1,1,9945,473,4.76,Dimension_Hors_Tolerance,141,331
2024-07-30 01:43:47.962809,L1,2,11938,668,5.6,Dimension_Hors_Tolerance,200,467
2024-07-30 09:43:47.962809,L1,3,9114,191,2.1,Contamination,57,133
2024-07-29 17:43:47.962809,L2,1,11792,525,4.46,Defaut_Surface,157,367
2024-07-30 01:43:47.962809,L2,2,9266,187,2.02,Impression_Defectueuse,56,130
2024-07-30 09:43:47.962809,L2,3,11846,289,2.44,Deformation,86,202
2024-07-29 17:43:47.962809,L3,1,8133,281,3.46,Deformation,84,196
2024-07-30 01:43:47.962809,L3,2,11608,660,5.69,Pliage_Incorrect,198,461
2024-07-30 09:43:47.962809,L3,3,9573,419,4.38,Impression_Defectueuse,125,293
2024-07-30 17:43:47.962809,L1,1,11449,347,3.04,Dimension_Hors_Tolerance,104,242
2024-07-31 01:43:47.962809,L1,2,11400,228,2.0,Deformation,68,159
2024-07-31 09:43:47.962809,L1,3,9522,436,4.59,Defaut_Surface,130,305
2024-07-30 17:43:47.962809,L2,1,9218,304,3.3,Impression_Defectueuse,91,212
2024-07-31 01:43:47.962809,L2,2,11000,551,5.01,Deformation,165,385
2024-07-31 09:43:47.962809,L2,3,10562,514,4.87,Dimension_Hors_Tolerance,154,359
2024-07-30 17:43:47.962809,L3,1,10231,563,5.51,Defaut_Surface,168,394
2024-07-31 01:43:47.962809,L3,2,8354,377,4.52,Deformation,113,263
2024-07-31 09:43:47.962809,L3,3,8231,360,4.38,Contamination,108,251
2024-07-31 17:43:47.962809,L1,1,10557,183,1.73,Contamination,54,128
2024-08-01 01:43:47.962809,L1,2,9498,617,6.5,Defaut_Surface,185,431
2024-08-01 09:43:47.962809,L1,3,9426,538,5.71,Impression_Defectueuse,161,376
2024-07-31 17:43:47.962809,L2,1,8376,328,3.93,Pliage_Incorrect,98,229
2024-08-01 01:43:47.962809,L2,2,8091,261,3.23,Defaut_Surface,78,182
2024-08-01 09:43:47.962809,L2,3,10291,323,3.15,Pliage_Incorrect,96,226
2024-07-31 17:43:47.962809,L3,1,8900,355,4.0,Impression_Defectueuse,106,248
2024-08-01 01:43:47.962809,L3,2,11955,845,7.07,Impression_Defectueuse,253,591
2024-08-01 09:43:47.962809,L3,3,9108,712,7.82,Contamination,213,498
2024-08-01 17:43:47.962809,L1,1,10582,124,1.18,Deformation,37,86
2024-08-02 01:43:47.962809,L1,2,9065,622,6.86,Defaut_Surface,186,435
2024-08-02 09:43:47.962809,L1,3,10590,168,1.59,Contamination,50,117
2024-08-01 17:43:47.962809,L2,1,9628,514,5.34,Impression_Defectueuse,154,359
2024-08-02 01:43:47.962809,L2,2,11523,434,3.77,Deformation,130,303
2024-08-02 09:43:47.962809,L2,3,8254,562,6.81,Impression_Defectueuse,168,393
2024-08-01 17:43:47.962809,L3,1,11219,566,5.05,Defaut_Surface,169,396
2024-08-02 01:43:47.962809,L3,2,10310,454,4.41,Impression_Defectueuse,136,317
2024-08-02 09:43:47.962809,L3,3,9577,613,6.41,Impression_Defectueuse,183,429
2024-08-02 17:43:47.962809,L1,1,10311,470,4.56,Defaut_Surface,141,329
2024-08-03 01:43:47.962809,L1,2,8244,491,5.96,Contamination,147,343
2024-08-03 09:43:47.962809,L1,3,8764,261,2.99,Contamination,78,182
2024-08-02 17:43:47.962809,L2,1,9817,738,7.52,Contamination,221,516
2024-08-03 01:43:47.962809,L2,2,9806,349,3.56,Impression_Defectueuse,104,244
2024-08-03 09:43:47.962809,L2,3,9823,175,1.79,Pliage_Incorrect,52,122
2024-08-02 17:43:47.962809,L3,1,8907,466,5.24,Contamination,139,326
2024-08-03 01:43:47.962809,L3,2,9015,520,5.78,Impression_Defectueuse,156,364
2024-08-03 09:43:47.962809,L3,3,8487,368,4.34,Defaut_Surface,110,257
2024-08-05 17:43:47.962809,L1,1,8987,716,7.97,Dimension_Hors_Tolerance,214,501
2024-08-06 01:43:47.962809,L1,2,11567,481,4.16,Impression_Defectueuse,144,336
2024-08-06 09:43:47.962809,L1,3,9074,468,5.16,Dimension_Hors_Tolerance,140,327
2024-08-05 17:43:47.962809,L2,1,9738,478,4.92,Dimension_Hors_Tolerance,143,334
2024-08-06 01:43:47.962809,L2,2,11289,447,3.97,Deformation,134,312
2024-08-06 09:43:47.962809,L2,3,9206,109,1.19,Deformation,32,76
2024-08-05 17:43:47.962809,L3,1,11437,233,2.05,Impression_Defectueuse,69,163
2024-08-06 01:43:47.962809,L3,2,9614,524,5.46,Dimension_Hors_Tolerance,157,366
2024-08-06 09:43:47.962809,L3,3,8616,444,5.16,Dimension_Hors_Tolerance,133,310
2024-08-06 17:43:47.962809,L1,1,10740,295,2.76,Contamination,88,206
2024-08-07 01:43:47.962809,L1,2,10928,721,6.61,Defaut_Surface,216,504
2024-08-07 09:43:47.962809,L1,3,11515,348,3.03,Pliage_Incorrect,104,243
2024-08-06 17:43:47.962809,L2,1,11941,676,5.66,Pliage_Incorrect,202,473
2024-08-07 01:43:47.962809,L2,2,11252,411,3.66,Impression_Defectueuse,123,287
2024-08-07 09:43:47.962809,L2,3,11032,666,6.04,Defaut_Surface,199,466
2024-08-06 17:43:47.962809,L3,1,8918,652,7.32,Contamination,195,456
2024-08-07 01:43:47.962809,L3,2,8367,258,3.09,Contamination,77,180
2024-08-07 09:43:47.962809,L3,3,11820,857,7.26,Contamination,257,599
